Ano da Produção	Identificador do PPG	Código do PPG	Nome do PPG	Área de Avaliação	IES Sigla	IES Nome	ID da Produção	Nome da Produção	Produção vinculada a TCC concluído	Importada Lattes?	Inconsistente	Tipo de Produção	Subtipo de Produção	Item de Detalhamento	Valor do Item de Detalhamento	Área de Concentração	Linha de Pesquisa	Projeto	Nome do Autor Principal	Categoria do Autor Principal	Entre as 5 produções mais relevantes do programa?	Qualis	ISSN	DOI	cited_by_fbwalls_count	cited_by_feeds_count	cited_by_gplus_count	cited_by_msm_count	cited_by_posts_count	cited_by_rdts_count	cited_by_tweeters_count	cited_by_videos_count	cited_by_accounts_count	cited_by_patents_count	mendeley	altmetric_score	is_oa	citations	source_id	SJR	SJR_year	CiteScore	CiteScore_year	PlumX
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	11399955	1ST BRAZILIAN RECOMMENDATION OF PHYSIOTHERAPY FOR SENSORY MOTOR STIMULATION TO NEWBORNS AND INFANTS IN THE INTENSIVE CARE UNIT	Não	Sim	Não	BIBLIOGRÁFICA	ARTIGO EM PERIÓDICO	Observação	NA	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NO SISTEMA NERVOSO	NA	CINTIA JOHNSTON	Participante Externo	Não	NA	1982-4335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21100229105	0.373	2023	2.7	2022	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	11399955	1ST BRAZILIAN RECOMMENDATION OF PHYSIOTHERAPY FOR SENSORY MOTOR STIMULATION TO NEWBORNS AND INFANTS IN THE INTENSIVE CARE UNIT	Não	Sim	Não	BIBLIOGRÁFICA	ARTIGO EM PERIÓDICO	Série	1	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NO SISTEMA NERVOSO	NA	CINTIA JOHNSTON	Participante Externo	Não	NA	1982-4335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21100229105	0.373	2023	2.7	2022	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	11399955	1ST BRAZILIAN RECOMMENDATION OF PHYSIOTHERAPY FOR SENSORY MOTOR STIMULATION TO NEWBORNS AND INFANTS IN THE INTENSIVE CARE UNIT	Não	Sim	Não	BIBLIOGRÁFICA	ARTIGO EM PERIÓDICO	URL	[http://rbti.org.br/artigo/detalhes/0103507X-33-1-2]	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NO SISTEMA NERVOSO	NA	CINTIA JOHNSTON	Participante Externo	Não	NA	1982-4335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21100229105	0.373	2023	2.7	2022	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	11399955	1ST BRAZILIAN RECOMMENDATION OF PHYSIOTHERAPY FOR SENSORY MOTOR STIMULATION TO NEWBORNS AND INFANTS IN THE INTENSIVE CARE UNIT	Não	Sim	Não	BIBLIOGRÁFICA	ARTIGO EM PERIÓDICO	URL do DOI	NA	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NO SISTEMA NERVOSO	NA	CINTIA JOHNSTON	Participante Externo	Não	NA	1982-4335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21100229105	0.373	2023	2.7	2022	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	11399955	1ST BRAZILIAN RECOMMENDATION OF PHYSIOTHERAPY FOR SENSORY MOTOR STIMULATION TO NEWBORNS AND INFANTS IN THE INTENSIVE CARE UNIT	Não	Sim	Não	BIBLIOGRÁFICA	ARTIGO EM PERIÓDICO	Volume	33	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NO SISTEMA NERVOSO	NA	CINTIA JOHNSTON	Participante Externo	Não	NA	1982-4335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21100229105	0.373	2023	2.7	2022	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	11399915	ACCESS TO REHABILITATION AFTER STROKE IN BRAZIL (AREA STUDY): AN OBSERVATIONAL MULTICENTER PROTOCOL	Não	Sim	Não	BIBLIOGRÁFICA	TRABALHO EM ANAIS	Cidade do evento	São Paulo	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NO SISTEMA NERVOSO	AVALIAÇÃO E INTERVENÇÃO FISIOTERAPÊUTICA NO ACIDENTE VASCULAR CEREBRAL	ROBERTA DE OLIVEIRA CACHO	Participante Externo	Não	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	11399915	ACCESS TO REHABILITATION AFTER STROKE IN BRAZIL (AREA STUDY): AN OBSERVATIONAL MULTICENTER PROTOCOL	Não	Sim	Não	BIBLIOGRÁFICA	TRABALHO EM ANAIS	Divulgação	VÁRIOS	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NO SISTEMA NERVOSO	AVALIAÇÃO E INTERVENÇÃO FISIOTERAPÊUTICA NO ACIDENTE VASCULAR CEREBRAL	ROBERTA DE OLIVEIRA CACHO	Participante Externo	Não	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	11399915	ACCESS TO REHABILITATION AFTER STROKE IN BRAZIL (AREA STUDY): AN OBSERVATIONAL MULTICENTER PROTOCOL	Não	Sim	Não	BIBLIOGRÁFICA	TRABALHO EM ANAIS	Edição / Número	NA	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NO SISTEMA NERVOSO	AVALIAÇÃO E INTERVENÇÃO FISIOTERAPÊUTICA NO ACIDENTE VASCULAR CEREBRAL	ROBERTA DE OLIVEIRA CACHO	Participante Externo	Não	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	11399915	ACCESS TO REHABILITATION AFTER STROKE IN BRAZIL (AREA STUDY): AN OBSERVATIONAL MULTICENTER PROTOCOL	Não	Sim	Não	BIBLIOGRÁFICA	TRABALHO EM ANAIS	Fascículo	NA	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NO SISTEMA NERVOSO	AVALIAÇÃO E INTERVENÇÃO FISIOTERAPÊUTICA NO ACIDENTE VASCULAR CEREBRAL	ROBERTA DE OLIVEIRA CACHO	Participante Externo	Não	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	11399915	ACCESS TO REHABILITATION AFTER STROKE IN BRAZIL (AREA STUDY): AN OBSERVATIONAL MULTICENTER PROTOCOL	Não	Sim	Não	BIBLIOGRÁFICA	TRABALHO EM ANAIS	ISBN/ISSN	NA	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NO SISTEMA NERVOSO	AVALIAÇÃO E INTERVENÇÃO FISIOTERAPÊUTICA NO ACIDENTE VASCULAR CEREBRAL	ROBERTA DE OLIVEIRA CACHO	Participante Externo	Não	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	11399915	ACCESS TO REHABILITATION AFTER STROKE IN BRAZIL (AREA STUDY): AN OBSERVATIONAL MULTICENTER PROTOCOL	Não	Sim	Não	BIBLIOGRÁFICA	TRABALHO EM ANAIS	Idioma	PORTUGUES	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NO SISTEMA NERVOSO	AVALIAÇÃO E INTERVENÇÃO FISIOTERAPÊUTICA NO ACIDENTE VASCULAR CEREBRAL	ROBERTA DE OLIVEIRA CACHO	Participante Externo	Não	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	11399915	ACCESS TO REHABILITATION AFTER STROKE IN BRAZIL (AREA STUDY): AN OBSERVATIONAL MULTICENTER PROTOCOL	Não	Sim	Não	BIBLIOGRÁFICA	TRABALHO EM ANAIS	Natureza	RESUMO	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NO SISTEMA NERVOSO	AVALIAÇÃO E INTERVENÇÃO FISIOTERAPÊUTICA NO ACIDENTE VASCULAR CEREBRAL	ROBERTA DE OLIVEIRA CACHO	Participante Externo	Não	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	11399915	ACCESS TO REHABILITATION AFTER STROKE IN BRAZIL (AREA STUDY): AN OBSERVATIONAL MULTICENTER PROTOCOL	Não	Sim	Não	BIBLIOGRÁFICA	TRABALHO EM ANAIS	Nome do evento	XIII Congresso Paulista de Neurologia	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NO SISTEMA NERVOSO	AVALIAÇÃO E INTERVENÇÃO FISIOTERAPÊUTICA NO ACIDENTE VASCULAR CEREBRAL	ROBERTA DE OLIVEIRA CACHO	Participante Externo	Não	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	11399915	ACCESS TO REHABILITATION AFTER STROKE IN BRAZIL (AREA STUDY): AN OBSERVATIONAL MULTICENTER PROTOCOL	Não	Sim	Não	BIBLIOGRÁFICA	TRABALHO EM ANAIS	Número da página final	NA	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NO SISTEMA NERVOSO	AVALIAÇÃO E INTERVENÇÃO FISIOTERAPÊUTICA NO ACIDENTE VASCULAR CEREBRAL	ROBERTA DE OLIVEIRA CACHO	Participante Externo	Não	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	11399915	ACCESS TO REHABILITATION AFTER STROKE IN BRAZIL (AREA STUDY): AN OBSERVATIONAL MULTICENTER PROTOCOL	Não	Sim	Não	BIBLIOGRÁFICA	TRABALHO EM ANAIS	Número da página inicial	233	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NO SISTEMA NERVOSO	AVALIAÇÃO E INTERVENÇÃO FISIOTERAPÊUTICA NO ACIDENTE VASCULAR CEREBRAL	ROBERTA DE OLIVEIRA CACHO	Participante Externo	Não	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	11399915	ACCESS TO REHABILITATION AFTER STROKE IN BRAZIL (AREA STUDY): AN OBSERVATIONAL MULTICENTER PROTOCOL	Não	Sim	Não	BIBLIOGRÁFICA	TRABALHO EM ANAIS	Observação	NA	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NO SISTEMA NERVOSO	AVALIAÇÃO E INTERVENÇÃO FISIOTERAPÊUTICA NO ACIDENTE VASCULAR CEREBRAL	ROBERTA DE OLIVEIRA CACHO	Participante Externo	Não	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	11399915	ACCESS TO REHABILITATION AFTER STROKE IN BRAZIL (AREA STUDY): AN OBSERVATIONAL MULTICENTER PROTOCOL	Não	Sim	Não	BIBLIOGRÁFICA	TRABALHO EM ANAIS	País	Brasil	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NO SISTEMA NERVOSO	AVALIAÇÃO E INTERVENÇÃO FISIOTERAPÊUTICA NO ACIDENTE VASCULAR CEREBRAL	ROBERTA DE OLIVEIRA CACHO	Participante Externo	Não	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	11399915	ACCESS TO REHABILITATION AFTER STROKE IN BRAZIL (AREA STUDY): AN OBSERVATIONAL MULTICENTER PROTOCOL	Não	Sim	Não	BIBLIOGRÁFICA	TRABALHO EM ANAIS	Série	NA	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NO SISTEMA NERVOSO	AVALIAÇÃO E INTERVENÇÃO FISIOTERAPÊUTICA NO ACIDENTE VASCULAR CEREBRAL	ROBERTA DE OLIVEIRA CACHO	Participante Externo	Não	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	11399915	ACCESS TO REHABILITATION AFTER STROKE IN BRAZIL (AREA STUDY): AN OBSERVATIONAL MULTICENTER PROTOCOL	Não	Sim	Não	BIBLIOGRÁFICA	TRABALHO EM ANAIS	Título dos Anais	São Paulo Medical Journal	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NO SISTEMA NERVOSO	AVALIAÇÃO E INTERVENÇÃO FISIOTERAPÊUTICA NO ACIDENTE VASCULAR CEREBRAL	ROBERTA DE OLIVEIRA CACHO	Participante Externo	Não	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	11399915	ACCESS TO REHABILITATION AFTER STROKE IN BRAZIL (AREA STUDY): AN OBSERVATIONAL MULTICENTER PROTOCOL	Não	Sim	Não	BIBLIOGRÁFICA	TRABALHO EM ANAIS	URL	NA	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NO SISTEMA NERVOSO	AVALIAÇÃO E INTERVENÇÃO FISIOTERAPÊUTICA NO ACIDENTE VASCULAR CEREBRAL	ROBERTA DE OLIVEIRA CACHO	Participante Externo	Não	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	11399915	ACCESS TO REHABILITATION AFTER STROKE IN BRAZIL (AREA STUDY): AN OBSERVATIONAL MULTICENTER PROTOCOL	Não	Sim	Não	BIBLIOGRÁFICA	TRABALHO EM ANAIS	Volume	139	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NO SISTEMA NERVOSO	AVALIAÇÃO E INTERVENÇÃO FISIOTERAPÊUTICA NO ACIDENTE VASCULAR CEREBRAL	ROBERTA DE OLIVEIRA CACHO	Participante Externo	Não	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
